                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.0031,                0.63556,                 1.1359,                0.90468,                0.98734,                0.89554,                0.66062,                 1.0013,                0.63584,                 1.1527,               0.001307,               0.001307,               0.001307
                     37,                 1.0528,                0.62174,                 1.1389,                0.90097,                0.97892,                0.91646,                0.66593,                 1.0126,                0.62314,                 1.1601,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.0548,                 0.6337,                 1.1609,                0.89138,                0.98734,                0.91566,                  0.667,                0.95599,                0.59076,                 1.2029,              0.0012674,              0.0012674,              0.0012674
                     39,                  1.034,                0.64393,                 1.1295,                0.88815,                0.97468,                  0.932,                0.66501,                0.98543,                0.62134,                  1.192,              0.0012476,              0.0012476,              0.0012476
                     40,                  1.042,                0.62117,                 1.1212,                0.90145,                0.98734,                0.92064,                0.69127,                 0.9437,                0.58688,                 1.1497,              0.0012278,              0.0012278,              0.0012278
                     41,                0.96842,                0.60359,                 1.1043,                0.89144,                0.98101,                0.90867,                0.68125,                0.92158,                0.57703,                 1.1434,               0.001208,               0.001208,               0.001208
                     42,                 1.0222,                0.62569,                 1.1407,                0.90996,                0.98734,                 0.9309,                0.69183,                0.94701,                0.57996,                 1.1337,              0.0011882,              0.0011882,              0.0011882
                     43,                0.99276,                0.60299,                  1.118,                0.90155,                0.98734,                0.92627,                0.68125,                0.93387,                 0.5677,                 1.1468,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.0145,                0.61575,                  1.133,                0.90098,                0.98734,                0.90131,                0.65687,                0.99527,                0.58091,                 1.1533,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.0136,                0.59391,                 1.1329,                0.91123,                0.98734,                0.90521,                 0.6696,                0.96892,                  0.568,                   1.17,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.0138,                0.59732,                 1.1217,                0.89569,                0.98734,                 0.9058,                0.67901,                0.94369,                0.59008,                 1.1409,               0.001109,               0.001109,               0.001109
                     47,                 1.0034,                0.58686,                 1.1193,                0.90172,                0.98734,                0.90194,                0.67072,                0.94858,                0.58312,                 1.1511,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.0026,                0.58914,                 1.1433,                0.90364,                0.98734,                0.90938,                0.68839,                0.89192,                 0.5616,                 1.1244,              0.0010694,              0.0010694,              0.0010694
                     49,                0.98073,                0.58753,                 1.1208,                0.90066,                0.98734,                0.89889,                0.67481,                0.93427,                0.57784,                 1.1468,              0.0010496,              0.0010496,              0.0010496
                     50,                0.95013,                0.57228,                 1.1172,                0.89498,                0.98734,                0.91729,                0.66748,                0.96667,                0.58833,                 1.1623,              0.0010298,              0.0010298,              0.0010298
                     51,                0.95059,                0.59448,                 1.1018,                0.90047,                0.98734,                0.89229,                0.66528,                0.97068,                0.57744,                 1.1674,                0.00101,                0.00101,                0.00101
                     52,                0.99723,                0.59789,                  1.125,                0.89869,                0.98101,                0.91507,                0.69547,                0.89704,                0.58747,                 1.1203,              0.0009902,              0.0009902,              0.0009902
                     53,                0.95429,                0.55754,                  1.102,                0.90056,                0.98734,                0.91131,                0.69164,                0.94621,                0.56704,                 1.1331,              0.0009704,              0.0009704,              0.0009704
                     54,                0.98064,                0.57453,                 1.1254,                0.90615,                0.98734,                0.90662,                0.68373,                0.94663,                0.57161,                 1.1468,              0.0009506,              0.0009506,              0.0009506
                     55,                0.94145,                0.57506,                 1.0995,                0.90489,                0.98734,                0.90792,                0.69234,                  0.944,                0.57476,                 1.1572,              0.0009308,              0.0009308,              0.0009308
                     56,                0.93996,                 0.5739,                 1.0999,                0.90545,                0.98734,                0.90039,                0.68085,                0.92329,                0.56174,                 1.1435,               0.000911,               0.000911,               0.000911
                     57,                0.98821,                0.59465,                 1.1327,                0.91172,                0.98734,                0.90688,                 0.6744,                0.99835,                0.55974,                 1.1459,              0.0008912,              0.0008912,              0.0008912
                     58,                0.96624,                 0.5578,                 1.1264,                0.90645,                0.98118,                0.90651,                0.68667,                0.92032,                0.56197,                 1.1418,              0.0008714,              0.0008714,              0.0008714
                     59,                0.96973,                0.57904,                 1.1258,                0.89521,                0.98734,                0.89144,                0.66802,                0.91341,                0.56955,                 1.1468,              0.0008516,              0.0008516,              0.0008516
                     60,                0.95446,                0.56242,                 1.1146,                0.90035,                0.98734,                0.89748,                0.66654,                0.92566,                0.56337,                 1.1443,              0.0008318,              0.0008318,              0.0008318
                     61,                 0.9331,                0.54042,                 1.0923,                0.89067,                0.98734,                  0.908,                 0.6881,                0.95357,                0.57278,                 1.1395,               0.000812,               0.000812,               0.000812
                     62,                0.92904,                 0.5601,                 1.0989,                0.88582,                0.98734,                0.91544,                0.69422,                 0.9675,                0.56912,                 1.1581,              0.0007922,              0.0007922,              0.0007922
                     63,                0.94974,                  0.579,                 1.1127,                0.90049,                0.97363,                0.90352,                0.67612,                0.93522,                0.55253,                 1.1647,              0.0007724,              0.0007724,              0.0007724
                     64,                0.93377,                0.55816,                 1.0908,                0.90158,                0.98564,                0.92052,                0.68566,                0.95723,                0.55865,                 1.1631,              0.0007526,              0.0007526,              0.0007526
                     65,                0.91691,                0.54259,                 1.0972,                0.89113,                0.98431,                0.91573,                0.69566,                 0.9468,                0.55269,                 1.1408,              0.0007328,              0.0007328,              0.0007328
                     66,                0.95246,                0.54749,                 1.1235,                0.90353,                0.98734,                0.90798,                0.69757,                0.90367,                0.53587,                 1.1443,               0.000713,               0.000713,               0.000713
                     67,                0.89474,                 0.5332,                 1.0873,                 0.9022,                0.99255,                 0.9362,                0.70417,                0.90762,                0.52407,                 1.1559,              0.0006932,              0.0006932,              0.0006932
                     68,                0.94701,                0.57252,                 1.1181,                0.91225,                0.98692,                0.91379,                0.68504,                0.93227,                0.53989,                 1.1421,              0.0006734,              0.0006734,              0.0006734
                     69,                0.90733,                 0.5478,                  1.105,                0.91154,                0.98734,                0.93358,                0.70489,                0.94357,                0.53099,                 1.1629,              0.0006536,              0.0006536,              0.0006536
                     70,                0.88789,                0.51883,                 1.0823,                 0.9025,                0.98734,                0.91514,                  0.676,                0.93566,                0.54261,                 1.1793,              0.0006338,              0.0006338,              0.0006338
                     71,                0.88921,                 0.5232,                 1.0778,                0.90678,                0.98511,                0.91547,                0.68131,                0.90488,                0.52039,                 1.1616,               0.000614,               0.000614,               0.000614
                     72,                0.91005,                0.52335,                  1.085,                0.90227,                0.98734,                0.91754,                0.69312,                 0.9173,                0.52338,                 1.1448,              0.0005942,              0.0005942,              0.0005942
                     73,                0.90821,                0.52156,                 1.0936,                0.90694,                0.98688,                0.91706,                0.67311,                0.92021,                0.53424,                 1.1644,              0.0005744,              0.0005744,              0.0005744
                     74,                0.93208,                0.52942,                 1.1085,                0.90085,                0.97759,                0.91405,                0.69339,                0.91061,                0.52432,                 1.1432,              0.0005546,              0.0005546,              0.0005546
                     75,                0.86965,                0.51094,                 1.0718,                0.89566,                0.98734,                0.91594,                0.71677,                0.88336,                0.51654,                 1.1366,              0.0005348,              0.0005348,              0.0005348
                     76,                0.89472,                0.53449,                 1.1014,                0.90689,                0.98635,                0.90714,                0.69039,                0.88676,                0.51099,                 1.1388,               0.000515,               0.000515,               0.000515
                     77,                 0.8697,                0.51983,                  1.078,                0.90601,                0.98734,                0.90994,                0.69685,                0.88774,                0.51492,                 1.1436,              0.0004952,              0.0004952,              0.0004952
                     78,                0.87343,                0.49334,                 1.0668,                0.90653,                0.98217,                0.90483,                0.68981,                0.89735,                0.51843,                 1.1427,              0.0004754,              0.0004754,              0.0004754
                     79,                0.85819,                0.51917,                  1.069,                0.90395,                0.98734,                0.89646,                0.68228,                0.87377,                0.51671,                 1.1267,              0.0004556,              0.0004556,              0.0004556
                     80,                0.86037,                0.52823,                 1.0782,                 0.9011,                0.98734,                0.89706,                0.68347,                0.87425,                0.50626,                 1.1337,              0.0004358,              0.0004358,              0.0004358
                     81,                0.89463,                 0.5064,                 1.0696,                0.90643,                0.98099,                0.90352,                 0.6682,                0.95078,                0.52375,                 1.1561,               0.000416,               0.000416,               0.000416
                     82,                0.87928,                 0.4935,                 1.0772,                0.90595,                0.97548,                0.90322,                0.69816,                 0.8803,                0.51216,                 1.1305,              0.0003962,              0.0003962,              0.0003962
                     83,                0.85546,                0.51318,                 1.0652,                0.90615,                0.97782,                0.90331,                0.69259,                0.87547,                0.51045,                 1.1319,              0.0003764,              0.0003764,              0.0003764
                     84,                0.82819,                 0.4822,                 1.0536,                0.89489,                0.98101,                0.89606,                0.68788,                0.88906,                 0.5195,                 1.1375,              0.0003566,              0.0003566,              0.0003566
                     85,                0.84992,                0.48854,                 1.0655,                0.89624,                0.98408,                0.90396,                0.68834,                0.91475,                0.53354,                 1.1565,              0.0003368,              0.0003368,              0.0003368
                     86,                0.84995,                0.49861,                 1.0585,                0.90082,                0.98101,                 0.8964,                0.68238,                 0.9078,                0.51476,                 1.1592,               0.000317,               0.000317,               0.000317
                     87,                0.83988,                0.49467,                 1.0501,                0.91171,                0.98037,                0.91128,                0.69075,                0.89803,                0.51281,                 1.1507,              0.0002972,              0.0002972,              0.0002972
                     88,                 0.8198,                 0.4786,                 1.0476,                0.91193,                0.98307,                 0.9161,                0.69661,                0.88324,                0.50369,                 1.1392,              0.0002774,              0.0002774,              0.0002774
                     89,                0.82501,                0.47651,                  1.058,                0.90124,                0.98734,                0.90086,                0.68878,                0.90685,                 0.5047,                 1.1424,              0.0002576,              0.0002576,              0.0002576
                     90,                0.79116,                0.49736,                 1.0467,                0.90054,                0.98734,                0.90548,                0.68855,                0.91353,                0.50394,                  1.152,              0.0002378,              0.0002378,              0.0002378
                     91,                0.80789,                0.49917,                 1.0566,                0.90157,                0.98555,                0.91369,                0.69452,                0.91525,                0.50026,                 1.1463,               0.000218,               0.000218,               0.000218
                     92,                0.81187,                 0.4991,                 1.0525,                 0.9053,                0.98101,                0.93332,                0.71232,                0.88621,                0.48982,                 1.1362,              0.0001982,              0.0001982,              0.0001982
                     93,                 0.7888,                0.48076,                 1.0279,                0.90161,                0.98598,                0.91735,                0.71036,                0.88291,                0.49449,                 1.1272,              0.0001784,              0.0001784,              0.0001784
                     94,                0.80516,                0.47467,                 1.0403,                0.90117,                0.98734,                0.91113,                0.70098,                 0.8827,                0.48996,                 1.1304,              0.0001586,              0.0001586,              0.0001586
                     95,                0.77191,                0.46381,                 1.0235,                0.90118,                0.98734,                0.91218,                0.70136,                0.88918,                0.48436,                 1.1406,              0.0001388,              0.0001388,              0.0001388
                     96,                0.75877,                0.47455,                 1.0325,                0.90094,                0.98734,                0.91243,                0.71448,                0.87647,                0.48128,                  1.126,               0.000119,               0.000119,               0.000119
                     97,                 0.7796,                0.46374,                 1.0365,                0.90165,                0.98734,                0.91362,                0.70751,                0.87532,                 0.4837,                  1.123,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.76671,                0.45738,                 1.0341,                0.90157,                0.98734,                 0.9132,                0.70252,                0.88227,                0.48399,                 1.1284,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.79706,                0.48378,                 1.0374,                0.90121,                0.98734,                0.91002,                0.70416,                0.88178,                 0.4882,                 1.1277,               5.96e-05,               5.96e-05,               5.96e-05
